Dataset,Run,Cohort,Subject,Condition,TimePoint,BioReplicate,Experiment,Batch,Channel,Fraction,Species,Disease,Tissue,Enzyme,Notes
MSV000096281,20131115_EXQ2_JaRi_SA_Do132_Memory_Free_Act_01.mzML,Do132,,,20131115,Memory,,,,Act_01,Homo Sapiens,,,,
MSV000096281,20131115_EXQ2_JaRi_SA_Do132_Memory_Free_Act_02.mzML,Do132,,,20131115,Memory,,,,Act_02,Homo Sapiens,,,,
MSV000096281,20131115_EXQ2_JaRi_SA_Do132_Memory_Free_Act_03.mzML,Do132,,,20131115,Memory,,,,Act_03,Homo Sapiens,,,,
MSV000096281,20131115_EXQ2_JaRi_SA_Do132_Memory_Free_CTL_01.mzML,Do132,,,20131115,Memory,,,,CTL_01,Homo Sapiens,,,,
MSV000096281,20131115_EXQ2_JaRi_SA_Do132_Memory_Free_CTL_02.mzML,Do132,,,20131115,Memory,,,,CTL_02,Homo Sapiens,,,,
MSV000096281,20131115_EXQ2_JaRi_SA_Do132_Memory_Free_CTL_03.mzML,Do132,,,20131115,Memory,,,,CTL_03,Homo Sapiens,,,,
MSV000096281,20131115_EXQ2_JaRi_SA_Do133_Memory_Free_Act_01.mzML,Do133,,,20131115,Memory,,,,Act_01,Homo Sapiens,,,,
MSV000096281,20131115_EXQ2_JaRi_SA_Do133_Memory_Free_Act_02.mzML,Do133,,,20131115,Memory,,,,Act_02,Homo Sapiens,,,,
MSV000096281,20131115_EXQ2_JaRi_SA_Do133_Memory_Free_Act_03.mzML,Do133,,,20131115,Memory,,,,Act_03,Homo Sapiens,,,,
MSV000096281,20131115_EXQ2_JaRi_SA_Do133_Memory_Free_CTL_01.mzML,Do133,,,20131115,Memory,,,,CTL_01,Homo Sapiens,,,,
MSV000096281,20131115_EXQ2_JaRi_SA_Do133_Memory_Free_CTL_02.mzML,Do133,,,20131115,Memory,,,,CTL_02,Homo Sapiens,,,,
MSV000096281,20131115_EXQ2_JaRi_SA_Do133_Memory_Free_CTL_03.mzML,Do133,,,20131115,Memory,,,,CTL_03,Homo Sapiens,,,,
MSV000096281,20150112_EXQ00_JaRi_SA_Sups_TCD4emra_n_01.mzML,Sups,,,20150112,TCD4emra,,,,n_01,Homo Sapiens,,,,
MSV000096281,20150112_EXQ00_JaRi_SA_Sups_TCD4emra_n_02.mzML,Sups,,,20150112,TCD4emra,,,,n_02,Homo Sapiens,,,,
MSV000096281,20150112_EXQ00_JaRi_SA_Sups_TCD4emra_n_03.mzML,Sups,,,20150112,TCD4emra,,,,n_03,Homo Sapiens,,,,
MSV000096281,20150112_EXQ00_JaRi_SA_Sups_TCD4emra_p_01.mzML,Sups,,,20150112,TCD4emra,,,,p_01,Homo Sapiens,,,,
MSV000096281,20150112_EXQ00_JaRi_SA_Sups_TCD4emra_p_02.mzML,Sups,,,20150112,TCD4emra,,,,p_02,Homo Sapiens,,,,
MSV000096281,20150112_EXQ00_JaRi_SA_Sups_TCD4naive_n_02.mzML,Sups,,,20150112,TCD4naive,,,,n_02,Homo Sapiens,,,,
MSV000096281,20150112_EXQ00_JaRi_SA_Sups_TCD4naive_p_01.mzML,Sups,,,20150112,TCD4naive,,,,p_01,Homo Sapiens,,,,
MSV000096281,20150112_EXQ00_JaRi_SA_Sups_mDC_n_01.mzML,Sups,,,20150112,mDC,,,,n_01,Homo Sapiens,,,,
MSV000096281,20150112_EXQ00_JaRi_SA_Sups_mDC_n_02.mzML,Sups,,,20150112,mDC,,,,n_02,Homo Sapiens,,,,
MSV000096281,20150112_EXQ00_JaRi_SA_Sups_mDC_n_03.mzML,Sups,,,20150112,mDC,,,,n_03,Homo Sapiens,,,,
MSV000096281,20150112_EXQ00_JaRi_SA_Sups_mDC_n_04.mzML,Sups,,,20150112,mDC,,,,n_04,Homo Sapiens,,,,
MSV000096281,20150112_EXQ00_JaRi_SA_Sups_mDC_p_01.mzML,Sups,,,20150112,mDC,,,,p_01,Homo Sapiens,,,,
MSV000096281,20150112_EXQ00_JaRi_SA_Sups_mDC_p_02.mzML,Sups,,,20150112,mDC,,,,p_02,Homo Sapiens,,,,
MSV000096281,20150112_EXQ00_JaRi_SA_Sups_mDC_p_03.mzML,Sups,,,20150112,mDC,,,,p_03,Homo Sapiens,,,,
MSV000096281,20150112_EXQ00_JaRi_SA_Sups_mDC_p_04.mzML,Sups,,,20150112,mDC,,,,p_04,Homo Sapiens,,,,
MSV000096281,20150112_EXQ00_JaRi_SA_Sups_mTregs_n_01.mzML,Sups,,,20150112,mTregs,,,,n_01,Homo Sapiens,,,,
MSV000096281,20150112_EXQ00_JaRi_SA_Sups_mTregs_n_02.mzML,Sups,,,20150112,mTregs,,,,n_02,Homo Sapiens,,,,
MSV000096281,20150112_EXQ00_JaRi_SA_Sups_mTregs_n_03.mzML,Sups,,,20150112,mTregs,,,,n_03,Homo Sapiens,,,,
MSV000096281,20150112_EXQ00_JaRi_SA_Sups_mTregs_p_01.mzML,Sups,,,20150112,mTregs,,,,p_01,Homo Sapiens,,,,
MSV000096281,20150112_EXQ00_JaRi_SA_Sups_mTregs_p_02.mzML,Sups,,,20150112,mTregs,,,,p_02,Homo Sapiens,,,,
MSV000096281,20150112_EXQ00_JaRi_SA_Sups_mTregs_p_03.mzML,Sups,,,20150112,mTregs,,,,p_03,Homo Sapiens,,,,
MSV000096281,20150112_EXQ00_JaRi_SA_Sups_nTregs_n_01.mzML,Sups,,,20150112,nTregs,,,,n_01,Homo Sapiens,,,,
MSV000096281,20150112_EXQ00_JaRi_SA_Sups_nTregs_n_02.mzML,Sups,,,20150112,nTregs,,,,n_02,Homo Sapiens,,,,
MSV000096281,20150112_EXQ00_JaRi_SA_Sups_nTregs_n_03.mzML,Sups,,,20150112,nTregs,,,,n_03,Homo Sapiens,,,,
MSV000096281,20150112_EXQ00_JaRi_SA_Sups_nTregs_p_01.mzML,Sups,,,20150112,nTregs,,,,p_01,Homo Sapiens,,,,
MSV000096281,20150112_EXQ00_JaRi_SA_Sups_nTregs_p_02.mzML,Sups,,,20150112,nTregs,,,,p_02,Homo Sapiens,,,,
MSV000096281,20150112_EXQ00_JaRi_SA_Sups_nTregs_p_03.mzML,Sups,,,20150112,nTregs,,,,p_03,Homo Sapiens,,,,
MSV000096281,20150112_EXQ00_JaRi_SA_Sups_pDC_n_01.mzML,Sups,,,20150112,pDC,,,,n_01,Homo Sapiens,,,,
MSV000096281,20150112_EXQ00_JaRi_SA_Sups_pDC_n_02.mzML,Sups,,,20150112,pDC,,,,n_02,Homo Sapiens,,,,
MSV000096281,20150112_EXQ00_JaRi_SA_Sups_pDC_n_03.mzML,Sups,,,20150112,pDC,,,,n_03,Homo Sapiens,,,,
MSV000096281,20150112_EXQ00_JaRi_SA_Sups_pDC_n_04.mzML,Sups,,,20150112,pDC,,,,n_04,Homo Sapiens,,,,
MSV000096281,20150112_EXQ00_JaRi_SA_Sups_pDC_p_01.mzML,Sups,,,20150112,pDC,,,,p_01,Homo Sapiens,,,,
MSV000096281,20150112_EXQ00_JaRi_SA_Sups_pDC_p_02.mzML,Sups,,,20150112,pDC,,,,p_02,Homo Sapiens,,,,
MSV000096281,20150112_EXQ00_JaRi_SA_Sups_pDC_p_03.mzML,Sups,,,20150112,pDC,,,,p_03,Homo Sapiens,,,,
MSV000096281,20150112_EXQ00_JaRi_SA_Sups_pDC_p_04.mzML,Sups,,,20150112,pDC,,,,p_04,Homo Sapiens,,,,
MSV000096281,20150817_QEp8_JaRi_SA_Sups_DCmyeloid_CTR_01.mzML,Sups,,,20150817,DCmyeloid,,,,CTR_01,Homo Sapiens,,,,
MSV000096281,20150817_QEp8_JaRi_SA_Sups_DCmyeloid_CTR_02.mzML,Sups,,,20150817,DCmyeloid,,,,CTR_02,Homo Sapiens,,,,
MSV000096281,20150817_QEp8_JaRi_SA_Sups_DCmyeloid_CTR_03.mzML,Sups,,,20150817,DCmyeloid,,,,CTR_03,Homo Sapiens,,,,
MSV000096281,20150817_QEp8_JaRi_SA_Sups_DCmyeloid_LPS_01.mzML,Sups,,,20150817,DCmyeloid,,,,LPS_01,Homo Sapiens,,,,
MSV000096281,20150817_QEp8_JaRi_SA_Sups_DCmyeloid_LPS_02.mzML,Sups,,,20150817,DCmyeloid,,,,LPS_02,Homo Sapiens,,,,
MSV000096281,20150817_QEp8_JaRi_SA_Sups_DCmyeloid_LPS_03.mzML,Sups,,,20150817,DCmyeloid,,,,LPS_03,Homo Sapiens,,,,
MSV000096281,20150817_QEp8_JaRi_SA_Sups_DCmyeloid_LTA_01.mzML,Sups,,,20150817,DCmyeloid,,,,LTA_01,Homo Sapiens,,,,
MSV000096281,20150817_QEp8_JaRi_SA_Sups_DCmyeloid_LTA_02.mzML,Sups,,,20150817,DCmyeloid,,,,LTA_02,Homo Sapiens,,,,
MSV000096281,20150817_QEp8_JaRi_SA_Sups_DCmyeloid_LTA_03.mzML,Sups,,,20150817,DCmyeloid,,,,LTA_03,Homo Sapiens,,,,
MSV000096281,20150817_QEp8_JaRi_SA_Sups_DCmyeloid_PIC_01.mzML,Sups,,,20150817,DCmyeloid,,,,PIC_01,Homo Sapiens,,,,
MSV000096281,20150817_QEp8_JaRi_SA_Sups_DCmyeloid_PIC_02.mzML,Sups,,,20150817,DCmyeloid,,,,PIC_02,Homo Sapiens,,,,
MSV000096281,20150817_QEp8_JaRi_SA_Sups_DCmyeloid_PIC_03.mzML,Sups,,,20150817,DCmyeloid,,,,PIC_03,Homo Sapiens,,,,
MSV000096281,20150817_QEp8_JaRi_SA_Sups_DCmyeloid_R848_01.mzML,Sups,,,20150817,DCmyeloid,,,,R848_01,Homo Sapiens,,,,
MSV000096281,20150817_QEp8_JaRi_SA_Sups_DCmyeloid_R848_02.mzML,Sups,,,20150817,DCmyeloid,,,,R848_02,Homo Sapiens,,,,
